"키","분류","명칭","주소","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0915","장소/위치|종로여행","성곡미술관","서울시 종로구 신문로2가 1-101","서울특별시","종로구","사직동","02-737-7650","http://www.sungkokmuseum.com","Y ","126.9700536000","37.5735038000"
"BE_IW10-0861","문화재유산|문화재구분|민속자료","왜국사신이 들던 광희문","","","","","","","Y ","",""
"BE_IW10-0862","문화재유산|문화재구분|민속자료","태사직단 제례","","","","","","","Y ","",""
"BE_IW10-0863","문화재유산|문화재구분|민속자료","청계천 연날리기","","","","","","","Y ","",""
"BE_IW10-0868","문화재유산|문화재구분|민속자료","회현동 흉가와 서울에 와서 제일 잘된 동래 정씨 시조","","","","","","","Y ","",""
"BE_IW10-0876","문화재유산|문화재구분|민속자료","경복궁 터전과 보리밥 먹기","","","","","","","Y ","",""
"BE_IW10-0877","문화재유산|문화재구분|민속자료","경복궁에 든 호랑이를 잡으면 매 맞는다.","","","","","","","Y ","",""
"BE_IW10-0886","문화재유산|문화재구분|민속자료","침선장(針線匠)","","","","","","","Y ","",""
"BE_IW10-0887","문화재유산|문화재구분|민속자료","장안편사놀이","","","","","","","Y ","",""
"BE_IW10-0888","문화재유산|문화재구분|민속자료","붓장(붓匠)","","","","","","","Y ","",""
"BE_IW10-0889","문화재유산|문화재구분|민속자료"," 다리밟기(踏橋) 놀이","","","","","","","Y ","",""
"BE_IW10-0890","문화재유산|문화재구분|민속자료","널뛰기","","","","","","","Y ","",""
"BE_IW10-0891","문화재유산|문화재구분|민속자료","휘모리잡가 - 바위타령","","","","","","","Y ","",""
"BE_IW10-0892","문화재유산|문화재구분|민속자료","건드렁 타령","","","","","","","Y ","",""
"BE_IW10-0893","문화재유산|문화재구분|민속자료","한강수타령","","","","","","","Y ","",""
"BE_IW10-0894","장소/위치|종로여행","무악동(인왕산 바위가 전하는 이야기길) _ 약 2시간","","","","","","","Y ","",""
"BE_IW10-0895","장소/위치|종로여행","교남동(역사.문화 기행길) __ 약 2시간 30분","","","","","","","Y ","",""
"BE_IW10-0881","문화재유산|문화재구분|민속자료","인왕산 치마바위","","","","","","","Y ","",""
"BE_IW10-0882","문화재유산|문화재구분|민속자료","남산은 잠두산인가?","","","","","","","Y ","",""
"BE_IW10-0883","문화재유산|문화재구분|민속자료","연(鳶) 날리기","","","","","","","Y ","",""
"BE_IW10-0884","문화재유산|문화재구분|민속자료","달집태우기","","","","","","","Y ","",""
"BE_IW10-0869","문화재유산|문화재구분|민속자료","가회동 흉가 이야기","","","","","","","Y ","",""
"BE_IW10-0870","문화재유산|문화재구분|민속자료","서울사투리와 북촌양반과 한지 그리고 남영동","","","","","","","Y ","",""
"BE_IW10-0871","문화재유산|문화재구분|민속자료","이성계의 등극과 한양천도 일화","","","","","","","Y ","",""
"BE_IW10-0872","문화재유산|문화재구분|민속자료","피리를 잘 불어 공주와 결혼한 소년","","","","","","","Y ","",""
"BE_IW10-0873","문화재유산|문화재구분|민속자료","자하문을 창의문으로 고친 까닭","","","","","","","Y ","",""
"BE_IW10-0874","문화재유산|문화재구분|민속자료","성을 쌓은 뒤 지은 경복궁","","","","","","","Y ","",""
"BE_IW10-0875","문화재유산|문화재구분|민속자료","남소문을 열면 서울여자가 바람난다","","","","","","","Y ","",""
"BE_IW10-0867","문화재유산|문화재구분|민속자료","살아서는 왕의 형 죽어서는 부처님의 형","","","","","","","Y ","",""
"BE_IW10-0249","장소/위치|시설|민간시설|공연장","챔프예술극장","종로구 동숭동 31-9","서울특별시","종로구","이화동","02-742-0333","","Y ","127.0052890000","37.5803585000"
"BE_IW10-0250","장소/위치|시설|민간시설|공연장","창조콘서트홀1관2관","종로구 혜화동 185 중원빌딩 6층","서울특별시","종로구","혜화동","02-747-7001","http://www.changjo1.co.kr","Y ","127.0019925000","37.5839674000"
"BE_IW10-0251","장소/위치|시설|민간시설|공연장","짚풀생활사박물관","서울시 종로구 명륜2가 8-4","서울특별시","종로구","혜화동","02-743-8787~8","http://www.zipul.co.kr","Y ","126.9998511000","37.5849195000"
"BE_IW10-0252","장소/위치|시설|민간시설|공연장","질러홀","서울시 종로구 동숭동 1-74 TJM 빌딩 B1 F","서울특별시","종로구","이화동","02-741-9700","http://www.zillerzone.com","Y ","127.0035347000","37.5825002000"
"BE_IW10-0253","장소/위치|시설|민간시설|공연장","정보소극장","서울시 종로구 동숭동 1-81 (정보빌딩지하1층)","서울특별시","종로구","이화동","02-3673-0554~5","","Y ","127.0037217000","37.5824981000"
"BE_IW10-0254","장소/위치|시설|민간시설|공연장","열린극장","서울시 종로구 명륜2가 21-19","서울특별시","종로구","혜화동","02-743-6474","","Y ","127.0003131000","37.5836998000"
"BE_IW10-0255","장소/위치|시설|민간시설|공연장","연우소극장","서울시 종로구 혜화동 53-9","서울특별시","종로구","혜화동","02-744-7090 5701","","Y ","127.0017452000","37.5869953000"
"BE_IW10-0256","장소/위치|시설|민간시설|공연장","연극실험실 혜화동1번지","서울시 종로구 혜화동 88-1","서울특별시","종로구","혜화동","02-762-0810","","Y ","127.0013447000","37.5863933000"
"BE_IW10-0257","장소/위치|시설|민간시설|공연장","연극사랑 솔나무극장","종로구 명륜동 4가 170-3","서울특별시","종로구","삼청동","02-744-1891","","Y ","126.9992015000","37.5824690000"
"BE_IW10-0258","장소/위치|시설|민간시설|공연장","어뮤징씨어터","종로구 동숭동 1-145 대학빌딩 5층","서울특별시","종로구","이화동","02-744-4817","","Y ","127.0041525000","37.5807781000"
"BE_IW10-0259","장소/위치|시설|민간시설|공연장","알과핵소극장","종로구 동숭동 1-140","서울특별시","종로구","이화동","02-745-8833","","Y ","127.0036860000","37.5799382000"
"BE_IW10-0260","장소/위치|시설|민간시설|공연장","아티스탄홀","명륜동2가 197-1 3층","서울특별시","종로구","사직동","02-786-3134","http://www.artistan.co.kr","Y ","127.2733626000","37.0152241000"
"BE_IW10-0261","장소/위치|시설|민간시설|공연장","아트홀스타시티","명륜 4가 113-1 스타시티 빌딩","서울특별시","종로구","혜화동","02-747-9139","","Y ","127.0005725000","37.5821171000"
"BE_IW10-0262","장소/위치|시설|민간시설|공연장","신연아트홀","종로구 동숭동 1-37","서울특별시","종로구","이화동","02-3676-0282","http://www.shinyon.co.kr","Y ","127.0024445000","37.5832665000"
"BE_IW10-0263","장소/위치|시설|민간시설|공연장","스튜디오76","종로구 혜화동 180번지 (대학로약국건물 4층)","서울특별시","종로구","혜화동","02-764-3076","","Y ","127.0019523000","37.5836053000"
"BE_IW10-0264","장소/위치|시설|민간시설|공연장","쇳대박물관","서울시 종로구 동숭동 187-8","서울특별시","종로구","이화동","02-766-6494","http://www.lockmuseum.org","Y ","127.0046646000","37.5798116000"
"BE_IW10-0265","장소/위치|시설|민간시설|공연장","소극장피카소","명륜4가 69-1","서울특별시","종로구","혜화동","02-3672-7971","","Y ","127.0006524000","37.5827031000"
"BE_IW10-0266","장소/위치|시설|민간시설|공연장","소극장축제","서울시 종로구 명륜4가 111-2","서울특별시","종로구","혜화동","02-741-3934","http://www.galaplanner.co.kr","Y ","127.0008522000","37.5818529000"
"BE_IW10-0267","장소/위치|시설|민간시설|공연장","해오름소극장","명륜2가 13번지","서울특별시","종로구","혜화동","070-7566-5469","http://theatre.ohpy.com/","Y ","127.0000379000","37.5845573000"
"BE_IW10-0268","장소/위치|시설|민간시설|공연장","소극장모시는사람들","서울시 종로구 혜화동 74-38 지차 1층","서울특별시","종로구","혜화동","02-741-6487","","Y ","127.0004884000","37.5866414000"
"BE_IW10-0269","장소/위치|시설|민간시설|공연장","마로니에극장","종로구 동숭동 130-47","서울특별시","종로구","이화동","02-744-0686","","Y ","127.0045840000","37.5805932000"
"BE_IW10-0273","장소/위치|시설|민간시설|공연장","로봇박물관","서울시 종로구 동숭동 1-44","서울특별시","종로구","이화동","02-741-8861","http://www.robotmuseum.co.kr","Y ","127.0035867000","37.5829770000"
"BE_IW10-0270","장소/위치|시설|민간시설|공연장","마당세실극장","종로구 동숭동 192-18","서울특별시","종로구","이화동","02-747-5773","","Y ","127.0046429000","37.5787032000"
"BE_IW10-0271","장소/위치|시설|민간시설|공연장","르메이에르소극장","서울시 종로구 동숭동 1-145 대학빌딩B1","서울특별시","종로구","이화동","02-747-2232","","Y ","127.0041525000","37.5807781000"
"BE_IW10-0272","장소/위치|시설|민간시설|공연장","루나틱전용관","종로구 동숭동 1-150번지 지하 1층","서울특별시","종로구","이화동","02-3674-1010","","Y ","127.0042638000","37.5801187000"
"BE_IW10-0274","장소/위치|시설|민간시설|공연장","라이프씨어터","서울시 종로구 명륜2가 24-1","서울특별시","종로구","혜화동","02-742-3577","","Y ","127.0009807000","37.5838873000"
"BE_IW10-0275","장소/위치|시설|민간시설|공연장","두레홀4관","서울시 종로구 동숭동 1-54","서울특별시","종로구","이화동","02-741-5978","","Y ","127.0028377000","37.5827800000"
"BE_IW10-0276","장소/위치|시설|민간시설|공연장","두레홀3관","서울시 종로구 동숭동 1-73 리트모빌딩","서울특별시","종로구","이화동","02-741-5970","","Y ","127.0032731000","37.5824989000"
"BE_IW10-0277","장소/위치|시설|민간시설|공연장","두레홀2관","서울시 종로구 동숭동 1-78","서울특별시","종로구","이화동","02-741-5978","http://www.cyworld.com/doore2","Y ","127.0037180000","37.5818876000"
"BE_IW10-0278","장소/위치|시설|민간시설|공연장","상상나눔씨어터","서울시 종로구 동숭동 187-8","서울특별시","종로구","이화동","02-521-6284","http://www.nonostory.co.kr","Y ","127.0046646000","37.5798116000"
"BE_IW10-0279","장소/위치|시설|민간시설|공연장","상명아트홀1관2관","서울시 종로구 동숭동 1-38 상명대학교 동숭캠퍼스 예술디자인센터","서울특별시","종로구","이화동","02-2075-2173","http://cart.smu.ac.kr/sub/sub06_01.htm","Y ","127.0027294000","37.5833598000"
"BE_IW10-0280","장소/위치|시설|민간시설|공연장","블랙박스씨어터","종로구 동숭동 1-60","서울특별시","종로구","이화동","02-744-8025","","Y ","127.0025706000","37.5818970000"
"BE_IW10-0281","장소/위치|시설|민간시설|공연장","배우세상 소극장","종로구 동숭동 1-47 연경빌딩","서울특별시","종로구","이화동","02-743-2274","http://club.cyworld.com/kimkapsoo","Y ","127.0024153000","37.5829685000"
"BE_IW10-0282","장소/위치|시설|민간시설|공연장","바쁘다바뻐전용관","종로구 동숭동 50-20","서울특별시","종로구","이화동","02-984-7567","http://club.cyworld.com/club/main/club_main.asp?club_id=51400869","Y ","127.0043019000","37.5814530000"
"BE_IW10-0283","장소/위치|시설|민간시설|공연장","미라클씨어터1관2관","종로구 동숭동 1-145 대학빌딩4층","서울특별시","종로구","이화동","02-742-7261~2","http://www.artpama.co.kr/theater/theater.htm","Y ","127.0041525000","37.5807781000"
"BE_IW10-0284","장소/위치|시설|민간시설|공연장","문화공간이다1관2관","종로구 동숭동 1-75 대학로문화공간B/D B1F","서울특별시","종로구","이화동","02-762-0010","http://www.e-eda.com","Y ","127.0035361000","37.5822908000"
"BE_IW10-0345","장소/위치|거리","경인미술관","서울시 종로구 인사동 10길 11-4","서울특별시","종로구","종로1.2.3.4가동","02-733-4448","http://www.kyunginart.co.kr","Y ","126.9857423000","37.5745985000"
"BE_IW10-0346","장소/위치|거리","통인 화랑","서울시 종로구 관훈동 16","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9857995000","37.5734865000"
"BE_IW10-0347","장소/위치|거리","갤러리 상","서울시 종로구 인사동 159","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9865325000","37.5723401000"
"BE_IW10-0348","장소/위치|거리","골목길 숨은 명소","서울특별시 종로구 북촌로5가길 12-5 ","서울특별시","종로구","삼청동","","http://club.cyworld.com/ClubV1/Home.cy/50766527","Y ","126.9823164000","37.5802949000"
"BE_IW10-0349","장소/위치|거리","화랑 박물관 북카페","서울 종로구 삼청동 105-1","서울특별시","종로구","삼청동","","","Y ","126.9817658000","37.5849785000"
"BE_IW10-0359","장소/위치|거리","광화문 아트밸리","","","","","","","Y ","",""
"BE_IW10-0373","장소/위치|관광안내소","북촌정숙관광캠페인","","","","","","","Y ","",""
"BE_IW10-0363","장소/위치|테마쇼핑","전기/가전","서울특별시 중구 산림동 207-1","서울특별시","중구","을지로동","","","Y ","126.9953665000","37.5680551000"
"BE_IW10-0364","장소/위치|테마쇼핑","종묘/화훼","서울특별시 종로구 예지동 165-2 ","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9975554000","37.5696294000"
"BE_IW10-0365","장소/위치|테마쇼핑","상패/휘장","서울시 종로구 관수동","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9906000000","37.5691000000"
"BE_IW10-0366","장소/위치|테마쇼핑","골동품","서울시 종로구 관훈동 30","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9856180000","37.5745209000"
"BE_IW10-0367","장소/위치|테마쇼핑","액세서리/귀금속","서울시 종로구 예지동 50","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9973057000","37.5698077000"
"BE_IW10-0368","장소/위치|테마쇼핑","문구/완구","서울시 종로구 창신동 390-29","서울특별시","종로구","창신1동","","","Y ","127.0144480000","37.5712335000"
